collision_id,vehicle_id,person_id,year,month,day,hour,day_of_week,crash_time,zip_code,latitude,longitude,num_injured,num_killed,num_casualty,vehicle_type,vehicle_year,driver_license_status,driver_license_jurisdiction,person_type,person_role,person_age,person_sex,person_eje,person_safe_equip
4439480,20022691,11881195,2021,7,22,16,星期四,16:15:00,10002,40.718002,-73.98659,1,0,1,Sedan,2015,Licensed,NY,Occupant,Driver,27,F,Not Ejected,Lap Belt & Harness
4439480,20022692,11881197,2021,7,22,16,星期四,16:15:00,10002,40.718002,-73.98659,1,0,1,Sedan,2021,Licensed,NY,Occupant,Driver,43,M,Not Ejected,Lap Belt & Harness
4441573,20027516,11889545,2021,7,22,16,星期四,16:00:00,10009,40.72222,-73.9771,0,0,0,Station Wagon/Sport Utility Vehicle,2015,Licensed,NY,Occupant,Driver,66,M,Not Ejected,None
4440858,20025413,11885895,2021,7,22,16,星期四,16:41:00,10019,40.77074,-73.99455,0,0,0,Sedan,2020,Licensed,NY,Occupant,Driver,32,F,Not Ejected,NA
4440735,NA,NA,2021,7,22,16,星期四,16:40:00,10035,40.806408,-73.94016,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4440610,20025384,11885839,2021,7,22,16,星期四,16:11:00,10012,40.720623,-73.99498,0,0,0,Sedan,2011,Licensed,NJ,Occupant,Driver,32,F,Not Ejected,Lap Belt & Harness
4446254,20037704,11906763,2021,7,22,16,星期四,16:15:00,10001,40.75271,-74.00255,1,0,1,Bike,NA,Licensed,NY,Bicyclist,Driver,31,M,Ejected,Helmet/Other (In-Line Skater/Bicyclist)
4440722,20025328,11885728,2021,7,22,17,星期四,17:25:00,10027,40.810627,-73.95828,1,0,1,Bike,NA,NA,NA,Bicyclist,Driver,28,M,Not Ejected,NA
4440722,20025327,11885727,2021,7,22,17,星期四,17:25:00,10027,40.810627,-73.95828,1,0,1,E-Bike,2020,Licensed,NY,Other Motorized,Driver,18,M,Not Ejected,Helmet (Motorcycle Only)
4439536,NA,NA,2021,7,22,17,星期四,17:17:00,10002,40.720966,-73.98218,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4441605,20027511,11889538,2021,7,22,17,星期四,17:45:00,10002,40.719597,-73.97791,0,0,0,Bus,NA,Licensed,NJ,Occupant,Driver,48,M,Not Ejected,Lap Belt
4441605,20027510,11889537,2021,7,22,17,星期四,17:45:00,10002,40.719597,-73.97791,0,0,0,Sedan,2019,Licensed,NY,Occupant,Driver,26,F,Not Ejected,Lap Belt
4440589,20025584,11886173,2021,7,22,18,星期四,18:24:00,10035,40.798584,-73.93353,1,0,1,Moped,2021,Unlicensed,NY,Occupant,Driver,36,M,Not Ejected,NA
4440589,20025583,11886172,2021,7,22,18,星期四,18:24:00,10035,40.798584,-73.93353,1,0,1,Sedan,2016,Unlicensed,VT,Occupant,Driver,28,M,Not Ejected,NA
4439688,20023361,11882377,2021,7,22,19,星期四,19:15:00,10039,40.82215,-73.93869,3,0,3,Sedan,2018,Licensed,NY,Occupant,Passenger,21,M,Not Ejected,Lap Belt & Harness
4439688,20023361,11882379,2021,7,22,19,星期四,19:15:00,10039,40.82215,-73.93869,3,0,3,Sedan,2018,Licensed,NY,Occupant,Driver,23,M,Not Ejected,Lap Belt & Harness
4439688,20023361,11882376,2021,7,22,19,星期四,19:15:00,10039,40.82215,-73.93869,3,0,3,Sedan,2018,Licensed,NY,Occupant,Passenger,20,M,Not Ejected,Lap Belt & Harness
4439739,20023330,11882334,2021,7,22,20,星期四,20:12:00,10013,40.722927,-74.00218,1,0,1,Sedan,2020,Licensed,TX,Occupant,Driver,65,M,Not Ejected,Lap Belt & Harness
4439739,NA,11882335,2021,7,22,20,星期四,20:12:00,10013,40.722927,-74.00218,1,0,1,NA,NA,NA,NA,Pedestrian,Pedestrian,54,F,NA,NA
4439739,20023330,11882336,2021,7,22,20,星期四,20:12:00,10013,40.722927,-74.00218,1,0,1,Sedan,2020,Licensed,TX,Occupant,Passenger,58,F,Not Ejected,Lap Belt & Harness
4446256,20037707,11906770,2021,7,22,20,星期四,20:00:00,10036,40.761852,-74.000755,0,0,0,Station Wagon/Sport Utility Vehicle,2014,Licensed,NJ,Occupant,Driver,64,M,Not Ejected,Lap Belt & Harness
4441069,20026104,11887044,2021,7,22,20,星期四,20:23:00,10024,40.78994,-73.98036,3,0,3,Moped,2021,NA,NA,Occupant,Passenger,27,F,Not Ejected,Helmet/Other (In-Line Skater/Bicyclist)
4441069,20026103,11887042,2021,7,22,20,星期四,20:23:00,10024,40.78994,-73.98036,3,0,3,Bike,NA,Licensed,NY,Bicyclist,Driver,44,M,Not Ejected,Helmet/Other (In-Line Skater/Bicyclist)
4441069,20026104,11887045,2021,7,22,20,星期四,20:23:00,10024,40.78994,-73.98036,3,0,3,Moped,2021,NA,NA,Occupant,Driver,27,F,Not Ejected,Helmet/Other (In-Line Skater/Bicyclist)
4440479,20024716,11884639,2021,7,22,22,星期四,22:06:00,10065,40.767967,-73.96822,2,0,2,Taxi,2020,Licensed,NY,Occupant,Driver,35,M,Not Ejected,NA
4440479,20024717,11884642,2021,7,22,22,星期四,22:06:00,10065,40.767967,-73.96822,2,0,2,Taxi,2017,Licensed,NY,Occupant,Driver,36,M,Not Ejected,NA
4440479,20024717,11884640,2021,7,22,22,星期四,22:06:00,10065,40.767967,-73.96822,2,0,2,Taxi,2017,Licensed,NY,Occupant,Passenger,23,F,Not Ejected,NA
4439684,20023362,11882381,2021,7,22,22,星期四,22:50:00,10039,40.821636,-73.93909,0,0,0,Station Wagon/Sport Utility Vehicle,2021,Licensed,NY,Occupant,Driver,26,M,Not Ejected,Lap Belt
4442849,NA,NA,2021,7,22,22,星期四,22:10:00,10040,40.86159,-73.92475,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4440859,20025416,11885900,2021,7,22,23,星期四,23:50:00,10019,40.761147,-73.97952,0,0,0,Station Wagon/Sport Utility Vehicle,2018,Licensed,NY,Occupant,Driver,47,F,Not Ejected,Lap Belt
4440859,20025415,11885897,2021,7,22,23,星期四,23:50:00,10019,40.761147,-73.97952,0,0,0,Van,2020,Licensed,NY,Occupant,Driver,35,M,Not Ejected,Lap Belt
4440859,20025415,11885901,2021,7,22,23,星期四,23:50:00,10019,40.761147,-73.97952,0,0,0,Van,2020,Licensed,NY,Occupant,Passenger,44,M,Not Ejected,Lap Belt
4440128,20031106,11895652,2021,7,22,23,星期四,23:30:00,10001,40.74967,-73.99531,2,0,2,Sedan,2017,NA,NA,Occupant,Passenger,21,F,Not Ejected,NA
4440128,20031104,11895649,2021,7,22,23,星期四,23:30:00,10001,40.74967,-73.99531,2,0,2,Sedan,2020,Licensed,NY,Occupant,Driver,33,M,Not Ejected,Lap Belt
4440128,20031105,11895655,2021,7,22,23,星期四,23:30:00,10001,40.74967,-73.99531,2,0,2,Sedan,2015,Licensed,NY,Occupant,Driver,40,M,Not Ejected,None
4440128,20031106,11895651,2021,7,22,23,星期四,23:30:00,10001,40.74967,-73.99531,2,0,2,Sedan,2017,NA,NA,Occupant,Passenger,26,M,Not Ejected,NA
4439674,20023264,11882225,2021,7,23,0,星期五,00:28:00,10014,40.73035,-74.00821,0,0,0,Station Wagon/Sport Utility Vehicle,2020,Licensed,NJ,Occupant,Driver,39,M,Not Ejected,Lap Belt
4439643,20023326,11882330,2021,7,23,2,星期五,02:37:00,10032,40.845367,-73.94053,0,0,0,Taxi,2018,Licensed,NY,Occupant,Driver,34,M,Not Ejected,Lap Belt
4447493,NA,NA,2021,7,23,4,星期五,04:45:00,10006,40.70971,-74.01285,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4439651,20023333,11882340,2021,7,23,5,星期五,05:35:00,10013,40.72085,-74.00394,0,0,0,Station Wagon/Sport Utility Vehicle,2019,Licensed,NJ,Occupant,Driver,51,M,Not Ejected,Lap Belt & Harness
4440070,20023858,11883181,2021,7,23,5,星期五,05:45:00,10016,40.746403,-73.97973,0,0,0,Station Wagon/Sport Utility Vehicle,2017,Licensed,NY,Occupant,Driver,33,M,Not Ejected,Lap Belt & Harness
4463311,20075355,11971070,2021,7,23,8,星期五,08:47:00,10026,NA,NA,1,0,1,MOPED,NA,NA,NA,Occupant,Driver,18,F,Ejected,None
4463311,20075354,11971069,2021,7,23,8,星期五,08:47:00,10026,NA,NA,1,0,1,Taxi,2015,Licensed,NY,Occupant,Driver,66,M,Not Ejected,NA
4463311,20075354,11971071,2021,7,23,8,星期五,08:47:00,10026,NA,NA,1,0,1,Taxi,2015,Licensed,NY,Occupant,Passenger,75,F,Not Ejected,NA
4440198,20024420,11884176,2021,7,23,9,星期五,09:43:00,10036,40.75518,-73.98389,0,0,0,Box Truck,2013,Licensed,NY,Occupant,Driver,65,M,Not Ejected,NA
4440592,20025585,11886175,2021,7,23,9,星期五,09:05:00,10029,40.799545,-73.94383,0,0,0,E-Bike,2020,Unlicensed,NY,Bicyclist,Driver,30,M,Not Ejected,Other
4441055,20032749,11898416,2021,7,23,9,星期五,09:30:00,10035,40.80288,-73.94061,0,0,0,NA,NA,NA,NA,Occupant,Passenger,0,U,Not Ejected,None
4441362,20026987,11888644,2021,7,23,9,星期五,09:34:00,10009,40.73378,-73.98065,1,0,1,Sedan,2021,Licensed,NY,Occupant,Driver,57,M,Not Ejected,Lap Belt & Harness
4441362,NA,11888645,2021,7,23,9,星期五,09:34:00,10009,40.73378,-73.98065,1,0,1,NA,NA,NA,NA,Pedestrian,Pedestrian,78,F,NA,NA
4441061,NA,NA,2021,7,23,10,星期五,10:40:00,10025,40.805073,-73.9629,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4443163,NA,NA,2021,7,23,11,星期五,11:30:00,10075,40.77204,-73.951965,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4439862,NA,11883502,2021,7,23,13,星期五,13:50:00,10128,40.78221,-73.95993,0,0,0,NA,NA,NA,NA,Pedestrian,Pedestrian,54,M,NA,NA
4439862,20024026,11883501,2021,7,23,13,星期五,13:50:00,10128,40.78221,-73.95993,0,0,0,Van,2012,Licensed,NY,Occupant,Driver,39,M,Not Ejected,Lap Belt & Harness
4440590,20025588,11886177,2021,7,23,13,星期五,13:26:00,10035,40.799076,-73.93318,0,0,0,Station Wagon/Sport Utility Vehicle,2007,Licensed,NY,Occupant,Passenger,33,F,Not Ejected,NA
4440590,20025587,11886181,2021,7,23,13,星期五,13:26:00,10035,40.799076,-73.93318,0,0,0,Station Wagon/Sport Utility Vehicle,2018,Licensed,NY,Occupant,Passenger,45,M,Not Ejected,Lap Belt & Harness
4440590,20025588,11886180,2021,7,23,13,星期五,13:26:00,10035,40.799076,-73.93318,0,0,0,Station Wagon/Sport Utility Vehicle,2007,Licensed,NY,Occupant,Driver,42,M,Not Ejected,NA
4440590,20025588,11886178,2021,7,23,13,星期五,13:26:00,10035,40.799076,-73.93318,0,0,0,Station Wagon/Sport Utility Vehicle,2007,Licensed,NY,Occupant,Passenger,33,F,Not Ejected,NA
4440590,20025587,11886176,2021,7,23,13,星期五,13:26:00,10035,40.799076,-73.93318,0,0,0,Station Wagon/Sport Utility Vehicle,2018,Licensed,NY,Occupant,Driver,34,M,Not Ejected,Lap Belt & Harness
4440490,20024719,11884646,2021,7,23,13,星期五,13:03:00,10128,40.780754,-73.95258,0,0,0,Taxi,2018,Licensed,NY,Occupant,Driver,34,M,Not Ejected,NA
4440490,20024718,11884644,2021,7,23,13,星期五,13:03:00,10128,40.780754,-73.95258,0,0,0,Pick-up Truck,2020,Licensed,NY,Occupant,Driver,33,M,Not Ejected,NA
4440368,NA,NA,2021,7,23,14,星期五,14:20:00,10033,40.84691,-73.93824,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4439786,20023314,11882311,2021,7,23,15,星期五,15:00:00,10010,40.737988,-73.98085,0,0,0,Sedan,2008,Licensed,NY,Occupant,Driver,23,M,Not Ejected,Lap Belt
4439786,20023313,11882310,2021,7,23,15,星期五,15:00:00,10010,40.737988,-73.98085,0,0,0,Station Wagon/Sport Utility Vehicle,2018,Licensed,NJ,Occupant,Driver,48,M,Not Ejected,Lap Belt
4440125,20024414,11884167,2021,7,23,16,星期五,16:23:00,10018,40.755806,-73.992294,0,0,0,Station Wagon/Sport Utility Vehicle,2021,Licensed,NY,Occupant,Driver,29,M,Not Ejected,NA
4440816,20025356,11885784,2021,7,23,16,星期五,16:47:00,10032,40.83037,-73.94015,2,0,2,Moped,2018,Licensed,PA,Occupant,Driver,53,M,Not Ejected,Helmet (Motorcycle Only)
4440816,20025354,11885782,2021,7,23,16,星期五,16:47:00,10032,40.83037,-73.94015,2,0,2,Sedan,2004,Licensed,NY,Occupant,Driver,40,M,Not Ejected,Lap Belt & Harness
4440816,20025354,11885789,2021,7,23,16,星期五,16:47:00,10032,40.83037,-73.94015,2,0,2,Sedan,2004,Licensed,NY,Occupant,Passenger,2,M,Not Ejected,Lap Belt & Harness
4440816,20025355,11885785,2021,7,23,16,星期五,16:47:00,10032,40.83037,-73.94015,2,0,2,Station Wagon/Sport Utility Vehicle,2020,Licensed,NY,Occupant,Driver,54,M,Not Ejected,Lap Belt & Harness
4440816,20025354,11885787,2021,7,23,16,星期五,16:47:00,10032,40.83037,-73.94015,2,0,2,Sedan,2004,Licensed,NY,Occupant,Passenger,NA,M,Not Ejected,Child Restraint Only
4440816,20025354,11885788,2021,7,23,16,星期五,16:47:00,10032,40.83037,-73.94015,2,0,2,Sedan,2004,Licensed,NY,Occupant,Passenger,NA,M,Not Ejected,Child Restraint Only
4446245,NA,NA,2021,7,23,16,星期五,16:45:00,10026,40.80499,-73.95495,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4440865,20025420,11885906,2021,7,23,16,星期五,16:10:00,10019,40.760456,-73.98374,0,0,0,Sedan,2007,Licensed,PA,Occupant,Driver,26,F,Not Ejected,Lap Belt & Harness
4440865,20025419,11885904,2021,7,23,16,星期五,16:10:00,10019,40.760456,-73.98374,0,0,0,Box Truck,2019,Licensed,NY,Occupant,Driver,41,M,Not Ejected,Lap Belt & Harness
4441730,20027504,11889529,2021,7,23,16,星期五,16:22:00,10023,40.77242,-73.97873,1,0,1,scooter,2021,NA,NA,Occupant,Driver,23,M,Not Ejected,None
4441730,20027503,11889528,2021,7,23,16,星期五,16:22:00,10023,40.77242,-73.97873,1,0,1,Sedan,2015,Licensed,NY,Occupant,Driver,49,M,Not Ejected,Lap Belt & Harness
4441730,20027503,11889530,2021,7,23,16,星期五,16:22:00,10023,40.77242,-73.97873,1,0,1,Sedan,2015,Licensed,NY,Occupant,Passenger,30,M,Not Ejected,Lap Belt & Harness
4440456,20024725,11884652,2021,7,23,17,星期五,17:20:00,10065,40.764988,-73.96116,0,0,0,Station Wagon/Sport Utility Vehicle,2019,Licensed,NY,Occupant,Driver,36,M,Not Ejected,NA
4440456,20024724,11884650,2021,7,23,17,星期五,17:20:00,10065,40.764988,-73.96116,0,0,0,Bus,2019,Licensed,NY,Occupant,Driver,56,M,Not Ejected,NA
4439856,NA,NA,2021,7,23,17,星期五,17:00:00,10021,40.77369,-73.961945,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4439874,20023866,11883193,2021,7,23,17,星期五,17:55:00,10012,NA,NA,0,0,0,Station Wagon/Sport Utility Vehicle,2015,Licensed,OH,Occupant,Driver,47,M,Not Ejected,Lap Belt & Harness
4440560,20040450,11911408,2021,7,23,17,星期五,17:49:00,10002,40.718143,-73.993835,1,0,1,Bike,NA,Unlicensed,NA,Bicyclist,Driver,30,M,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
4441335,20027024,11888716,2021,7,23,18,星期五,18:14:00,10022,40.76093,-73.96914,1,0,1,Sedan,2020,Licensed,NY,Occupant,Driver,49,M,Not Ejected,Lap Belt & Harness
4441335,20027025,11888718,2021,7,23,18,星期五,18:14:00,10022,40.76093,-73.96914,1,0,1,Sedan,2019,Licensed,NY,Occupant,Driver,33,M,Not Ejected,Lap Belt & Harness
4440049,20023840,11883155,2021,7,23,19,星期五,19:00:00,10027,40.81796,-73.960365,0,0,0,Station Wagon/Sport Utility Vehicle,2020,Licensed,NY,Occupant,Driver,22,M,Not Ejected,Lap Belt
4440049,20023841,11883157,2021,7,23,19,星期五,19:00:00,10027,40.81796,-73.960365,0,0,0,Station Wagon/Sport Utility Vehicle,2013,Licensed,NY,Occupant,Driver,21,M,Not Ejected,Lap Belt
4439924,20023882,11883229,2021,7,23,21,星期五,21:30:00,10016,40.747723,-73.976685,1,0,1,Bike,NA,NA,NA,Bicyclist,Driver,30,M,Ejected,None
4442521,20029301,11892601,2021,7,23,21,星期五,21:57:00,10036,40.762024,-74.00116,0,0,0,Station Wagon/Sport Utility Vehicle,2010,Licensed,CT,Occupant,Passenger,32,F,Not Ejected,NA
4442521,20029301,11892602,2021,7,23,21,星期五,21:57:00,10036,40.762024,-74.00116,0,0,0,Station Wagon/Sport Utility Vehicle,2010,Licensed,CT,Occupant,Passenger,1,M,Not Ejected,Child Restraint Only
4442521,20029301,11892599,2021,7,23,21,星期五,21:57:00,10036,40.762024,-74.00116,0,0,0,Station Wagon/Sport Utility Vehicle,2010,Licensed,CT,Occupant,Driver,39,F,Not Ejected,NA
4442521,20029301,11892600,2021,7,23,21,星期五,21:57:00,10036,40.762024,-74.00116,0,0,0,Station Wagon/Sport Utility Vehicle,2010,Licensed,CT,Occupant,Passenger,9,F,Not Ejected,NA
4448467,20041945,11913904,2021,7,23,22,星期五,22:49:00,10029,40.791557,-73.93866,0,0,0,Sedan,1994,Licensed,NY,Occupant,Driver,48,M,Not Ejected,Lap Belt & Harness
4448467,20041944,11913903,2021,7,23,22,星期五,22:49:00,10029,40.791557,-73.93866,0,0,0,Sedan,2022,Permit,NY,Occupant,Driver,23,F,Not Ejected,Lap Belt & Harness
4448467,20041944,11913906,2021,7,23,22,星期五,22:49:00,10029,40.791557,-73.93866,0,0,0,Sedan,2022,Permit,NY,Occupant,Passenger,23,M,Not Ejected,Lap Belt & Harness
4442900,20030292,11894275,2021,7,23,23,星期五,23:52:00,10016,40.751575,-73.982285,0,0,0,Taxi,2017,Licensed,NM,Occupant,Driver,40,M,Not Ejected,Air Bag Deployed/Lap Belt
4442900,20030291,11894273,2021,7,23,23,星期五,23:52:00,10016,40.751575,-73.982285,0,0,0,Station Wagon/Sport Utility Vehicle,2017,Licensed,NY,Occupant,Driver,32,M,Not Ejected,Lap Belt
4440940,20026112,11887058,2021,7,24,1,星期六,01:05:00,10002,40.718792,-73.98902,1,0,1,Sedan,2018,Licensed,NY,Occupant,Driver,19,M,Not Ejected,NA
4440940,NA,11887059,2021,7,24,1,星期六,01:05:00,10002,40.718792,-73.98902,1,0,1,NA,NA,NA,NA,Pedestrian,Pedestrian,21,F,NA,NA
4440940,20026113,11887060,2021,7,24,1,星期六,01:05:00,10002,40.718792,-73.98902,1,0,1,Motorcycle,2021,NA,NA,Occupant,Passenger,27,F,Not Ejected,NA
4440940,20026113,11887062,2021,7,24,1,星期六,01:05:00,10002,40.718792,-73.98902,1,0,1,Motorcycle,2021,NA,NA,Occupant,Driver,43,M,Not Ejected,NA
4440026,NA,11883256,2021,7,24,1,星期六,01:30:00,10033,40.851093,-73.93244,1,0,1,NA,NA,NA,NA,Pedestrian,Pedestrian,43,M,NA,NA
4439921,20023883,11883230,2021,7,24,2,星期六,02:36:00,10030,NA,NA,0,1,1,Motorbike,NA,Licensed,NY,Occupant,Driver,41,M,Ejected,None
4439921,20023884,11883233,2021,7,24,2,星期六,02:36:00,10030,NA,NA,0,1,1,Station Wagon/Sport Utility Vehicle,2020,Licensed,NY,Occupant,Driver,30,M,Not Ejected,Lap Belt & Harness
4441538,20027555,11889603,2021,7,24,2,星期六,02:00:00,10001,40.750294,-73.99485,1,0,1,Taxi,2021,Licensed,NY,Occupant,Driver,34,M,Not Ejected,NA
4441538,NA,11889601,2021,7,24,2,星期六,02:00:00,10001,40.750294,-73.99485,1,0,1,NA,NA,NA,NA,Pedestrian,Pedestrian,51,M,NA,NA
4439867,20023850,11883169,2021,7,24,4,星期六,04:00:00,10002,40.71366,-73.97739,0,0,0,Taxi,2020,Licensed,NY,Occupant,Driver,36,M,Not Ejected,Lap Belt & Harness
4445965,20037076,11905728,2021,7,24,5,星期六,05:30:00,10038,40.710197,-73.9965,4,0,4,Station Wagon/Sport Utility Vehicle,2010,Licensed,NY,Occupant,Driver,32,F,Not Ejected,None
4445965,20037076,11905732,2021,7,24,5,星期六,05:30:00,10038,40.710197,-73.9965,4,0,4,Station Wagon/Sport Utility Vehicle,2010,Licensed,NY,Occupant,Passenger,5,M,Not Ejected,NA
4445965,20037076,11905731,2021,7,24,5,星期六,05:30:00,10038,40.710197,-73.9965,4,0,4,Station Wagon/Sport Utility Vehicle,2010,Licensed,NY,Occupant,Passenger,1,M,Not Ejected,NA
4445965,20037076,11905733,2021,7,24,5,星期六,05:30:00,10038,40.710197,-73.9965,4,0,4,Station Wagon/Sport Utility Vehicle,2010,Licensed,NY,Occupant,Passenger,2,M,Not Ejected,NA
4439865,NA,11883168,2021,7,24,6,星期六,06:30:00,10002,40.71787,-73.98858,1,0,1,NA,NA,NA,NA,Pedestrian,Pedestrian,33,F,NA,NA
4440593,NA,NA,2021,7,24,7,星期六,07:57:00,10035,40.802353,-73.94445,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4440358,20024431,11884193,2021,7,24,7,星期六,07:50:00,10033,40.846764,-73.933784,1,0,1,Station Wagon/Sport Utility Vehicle,2007,Licensed,NY,Occupant,Driver,70,M,Not Ejected,Lap Belt & Harness
4440358,20024432,11884195,2021,7,24,7,星期六,07:50:00,10033,40.846764,-73.933784,1,0,1,Station Wagon/Sport Utility Vehicle,2006,Licensed,NJ,Occupant,Driver,23,F,Not Ejected,Lap Belt & Harness
4440152,NA,NA,2021,7,24,8,星期六,08:00:00,10029,40.79456,-73.94669,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4444676,20034440,11901254,2021,7,24,10,星期六,10:30:00,10029,40.788994,-73.94656,2,0,2,Van,2017,Licensed,NY,Occupant,Passenger,49,M,Not Ejected,Lap Belt & Harness
4444676,20034439,11901257,2021,7,24,10,星期六,10:30:00,10029,40.788994,-73.94656,2,0,2,Station Wagon/Sport Utility Vehicle,2018,Licensed,NY,Occupant,Passenger,30,M,Not Ejected,Lap Belt & Harness
4444676,20034440,11901256,2021,7,24,10,星期六,10:30:00,10029,40.788994,-73.94656,2,0,2,Van,2017,Licensed,NY,Occupant,Driver,62,M,Not Ejected,Lap Belt & Harness
4444676,20034439,11901253,2021,7,24,10,星期六,10:30:00,10029,40.788994,-73.94656,2,0,2,Station Wagon/Sport Utility Vehicle,2018,Licensed,NY,Occupant,Driver,33,F,Not Ejected,Lap Belt & Harness
4444694,20034405,11901196,2021,7,24,10,星期六,10:46:00,10027,40.80755,-73.95291,0,0,0,Sedan,2011,Unlicensed,NA,Occupant,Driver,20,M,Not Ejected,None
4444694,20034404,11901194,2021,7,24,10,星期六,10:46:00,10027,40.80755,-73.95291,0,0,0,Sedan,2017,Licensed,NY,Occupant,Driver,32,F,Not Ejected,None
4440928,20026438,11887656,2021,7,24,13,星期六,13:05:00,10065,40.765984,-73.965454,1,0,1,Station Wagon/Sport Utility Vehicle,2015,Licensed,NY,Occupant,Driver,74,M,Not Ejected,NA
4440928,20026437,11887654,2021,7,24,13,星期六,13:05:00,10065,40.765984,-73.965454,1,0,1,Bike,NA,Licensed,NY,Bicyclist,Driver,62,M,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
4440594,20025592,11886186,2021,7,24,13,星期六,13:41:00,10029,40.796005,-73.93542,0,0,0,Taxi,2019,Licensed,NY,Occupant,Driver,47,M,Not Ejected,Lap Belt & Harness
4440478,20024743,11884689,2021,7,24,13,星期六,13:55:00,10075,40.77428,-73.957306,3,0,3,Station Wagon/Sport Utility Vehicle,2018,Licensed,NY,Occupant,Driver,35,F,Not Ejected,NA
4440478,20024744,11884692,2021,7,24,13,星期六,13:55:00,10075,40.77428,-73.957306,3,0,3,Sedan,2012,Licensed,NY,Occupant,Driver,52,M,Not Ejected,NA
4440478,20024744,11884690,2021,7,24,13,星期六,13:55:00,10075,40.77428,-73.957306,3,0,3,Sedan,2012,Licensed,NY,Occupant,Passenger,37,F,Not Ejected,NA
4440852,20025425,11885916,2021,7,24,14,星期六,14:35:00,10019,40.762817,-73.981575,0,0,0,Sedan,2020,Licensed,NY,Occupant,Driver,68,M,Not Ejected,NA
4440595,20025594,11886188,2021,7,24,14,星期六,14:30:00,10035,40.801567,-73.94157,0,0,0,Motorcycle,2021,Licensed,NY,Occupant,Driver,34,M,Not Ejected,None
4445167,20034435,11901246,2021,7,24,14,星期六,14:50:00,10012,40.72195,-73.99628,0,0,0,Sedan,2021,Licensed,NY,Occupant,Driver,64,M,Not Ejected,Lap Belt
4440570,20025389,11885848,2021,7,24,14,星期六,14:25:00,10013,40.718708,-74.000946,0,0,0,Sedan,2020,Licensed,NY,Occupant,Driver,23,M,Not Ejected,Lap Belt & Harness
4440447,20024475,11884260,2021,7,24,15,星期六,15:16:00,10027,40.812145,-73.946014,0,0,0,Station Wagon/Sport Utility Vehicle,2020,Licensed,NY,Occupant,Passenger,7,M,Not Ejected,Child Restraint Only
4440447,20024475,11884259,2021,7,24,15,星期六,15:16:00,10027,40.812145,-73.946014,0,0,0,Station Wagon/Sport Utility Vehicle,2020,Licensed,NY,Occupant,Passenger,2,F,Not Ejected,Child Restraint Only
4440447,20024475,11884258,2021,7,24,15,星期六,15:16:00,10027,40.812145,-73.946014,0,0,0,Station Wagon/Sport Utility Vehicle,2020,Licensed,NY,Occupant,Driver,27,M,Not Ejected,Lap Belt & Harness
4440447,20024475,11884262,2021,7,24,15,星期六,15:16:00,10027,40.812145,-73.946014,0,0,0,Station Wagon/Sport Utility Vehicle,2020,Licensed,NY,Occupant,Passenger,26,F,Not Ejected,Lap Belt & Harness
4440447,20024475,11884261,2021,7,24,15,星期六,15:16:00,10027,40.812145,-73.946014,0,0,0,Station Wagon/Sport Utility Vehicle,2020,Licensed,NY,Occupant,Passenger,2,F,Not Ejected,Child Restraint Only
4440807,NA,11885864,2021,7,24,15,星期六,15:47:00,10010,40.742123,-73.99097,1,0,1,NA,NA,NA,NA,Pedestrian,Pedestrian,52,M,NA,NA
4441028,20030276,11894246,2021,7,24,16,星期六,16:20:00,10038,40.710175,-74.001144,0,0,0,Sedan,2017,Licensed,NY,Occupant,Driver,34,M,Not Ejected,Lap Belt
4441028,20030275,11894242,2021,7,24,16,星期六,16:20:00,10038,40.710175,-74.001144,0,0,0,Station Wagon/Sport Utility Vehicle,2017,Licensed,NY,Occupant,Driver,31,M,Not Ejected,Lap Belt & Harness
4440200,20024446,11884219,2021,7,24,16,星期六,16:40:00,10004,40.702538,-74.012566,0,0,0,PK,2021,Licensed,MI,Occupant,Driver,59,M,Not Ejected,None
4441611,20027518,11889546,2021,7,24,17,星期六,17:48:00,10003,40.730877,-73.9894,0,0,0,Sedan,2021,Licensed,NY,Occupant,Driver,48,F,Not Ejected,Lap Belt
4441611,20027519,11889548,2021,7,24,17,星期六,17:48:00,10003,40.730877,-73.9894,0,0,0,Sedan,2020,Licensed,NA,Occupant,Driver,27,M,Not Ejected,NA
4444677,20034406,11901198,2021,7,24,18,星期六,18:51:00,10026,40.80248,-73.95485,0,0,0,Station Wagon/Sport Utility Vehicle,2021,Licensed,NJ,Occupant,Driver,63,F,Not Ejected,None
